customerid,city,gender,senior_citizen,partner,dependents,tenure_months,contract,payment_method,monthly_charges,total_charges,churn_label,churn_score,churn_reason,churn_flag,avg_monthly_value,contract_risks,payment_risk,engagement_score,cltv,high_value
8952-WCVCD,South Gate,Female,No,Yes,No,41,One year,Bank transfer (automatic),104.45,4162.05,No,65,,0,101.51341463414634,1,0,72.725,4282.45,1
2418-TPEUN,Topanga,Female,No,Yes,Yes,56,Two year,Credit card (automatic),19.8,1119.9,No,59,,0,19.998214285714287,0,0,37.9,1108.8,0
3963-RYFNS,Venice,Female,No,No,No,72,Two year,Bank transfer (automatic),116.45,8013.55,No,20,,0,111.29930555555556,0,0,94.225,8384.4,1
8540-ZQGEA,Playa Del Rey,Female,No,Yes,No,54,Two year,Credit card (automatic),20.05,1102.4,No,40,,0,20.414814814814818,0,0,37.025,1082.7,0
1320-REHCS,Inglewood,Male,Yes,No,No,52,Month-to-month,Electronic check,110.75,5832,No,46,,0,112.15384615384616,2,1,81.375,5759,1
4137-JOPHL,Inglewood,Female,No,No,No,50,Two year,Bank transfer (automatic),89.7,4304.5,No,45,,0,86.09,0,0,69.85,4485,1
7801-CEDNV,Inglewood,Male,No,Yes,No,27,One year,Credit card (automatic),48.7,1421.75,No,30,,0,52.657407407407405,1,0,37.85,1314.9,0
2057-BOYKM,Inglewood,Female,Yes,Yes,No,72,Two year,Bank transfer (automatic),96.6,6827.5,No,78,,0,94.82638888888889,0,0,84.3,6955.2,1
3658-QQJYD,Santa Monica,Male,No,No,No,62,One year,Credit card (automatic),74.3,4698.05,No,77,,0,75.775,1,0,68.15,4606.599999999999,1
1803-BGNBD,Santa Monica,Female,No,No,No,12,Month-to-month,Electronic check,54.3,654.5,No,63,,0,54.541666666666664,2,1,33.15,651.5999999999999,0
0134-XWXCE,Santa Monica,Female,Yes,No,No,44,One year,Bank transfer (automatic),74.85,3268.05,No,71,,0,74.27386363636364,1,0,59.425,3293.3999999999996,1
6950-TWMYB,Santa Monica,Male,No,Yes,Yes,54,Two year,Bank transfer (automatic),79.95,4362.05,No,48,,0,80.77870370370371,0,0,66.975,4317.3,1
5848-FHRFC,Santa Monica,Female,No,No,No,68,Two year,Bank transfer (automatic),20.05,1386.9,No,63,,0,20.39558823529412,0,0,44.025,1363.4,0
2243-FNMMI,Torrance,Male,No,No,No,20,Month-to-month,Mailed check,19.4,415.4,No,32,,0,20.77,2,0,19.7,388,0
2511-MORQY,Torrance,Male,No,Yes,No,50,One year,Bank transfer (automatic),54.9,2614.1,No,41,,0,52.282,1,0,52.45,2745,1
5356-KZCKT,Torrance,Male,No,No,No,58,Two year,Credit card (automatic),24.45,1513.6,No,38,,0,26.096551724137928,0,0,41.225,1418.1,0
9470-XCCEM,Torrance,Male,No,Yes,Yes,35,Month-to-month,Bank transfer (automatic),89.65,3161.6,No,34,,0,90.33142857142857,2,0,62.325,3137.75,1
6519-CFDBX,Torrance,Female,No,No,No,2,Month-to-month,Electronic check,45.4,80.95,No,45,,0,40.475,2,1,23.7,90.8,0
3902-MIVLE,Whittier,Male,No,Yes,No,63,Two year,Mailed check,75.7,4676.7,No,62,,0,74.23333333333333,0,0,69.35,4769.1,1
0409-WTMPL,Whittier,Female,No,Yes,No,58,One year,Credit card (automatic),110.65,6526.65,No,55,,0,112.52844827586206,1,0,84.325,6417.700000000001,1
8763-KIAFH,Whittier,Female,No,Yes,No,27,One year,Mailed check,20.55,583.3,No,31,,0,21.6037037037037,1,0,23.775,554.85,0
3669-WHAFY,Whittier,Female,No,Yes,No,71,Two year,Credit card (automatic),115.15,8078.1,No,24,,0,113.77605633802817,0,0,93.075,8175.650000000001,1
3055-VTCGS,Whittier,Female,No,No,No,63,One year,Credit card (automatic),58.55,3503.5,No,63,,0,55.611111111111114,1,0,60.775,3688.6499999999996,1
3144-KMTWZ,Whittier,Male,No,Yes,No,71,Month-to-month,Bank transfer (automatic),93.25,6669.45,No,63,,0,93.93591549295775,2,0,82.125,6620.75,1
2007-QVGAW,Cypress,Female,No,Yes,Yes,68,Two year,Bank transfer (automatic),19.35,1292.65,No,27,,0,19.009558823529414,0,0,43.675,1315.8000000000002,0
5207-PLSTK,La Habra,Male,No,Yes,Yes,1,Month-to-month,Mailed check,48.75,48.75,No,58,,0,48.75,2,0,24.875,48.75,0
2307-FYNNL,La Mirada,Male,Yes,No,No,65,Two year,Electronic check,109.05,7108.2,No,29,,0,109.35692307692307,0,1,87.025,7088.25,1
5605-XNWEN,Montebello,Male,Yes,Yes,No,72,Two year,Bank transfer (automatic),25,1802.55,No,69,,0,25.035416666666666,0,0,48.5,1800,0
2155-AMQRX,Norwalk,Female,No,No,No,28,Month-to-month,Credit card (automatic),54.9,1505.15,No,26,,0,53.75535714285714,2,0,41.45,1537.2,0
6181-AXXYF,Pico Rivera,Male,No,Yes,Yes,72,Two year,Credit card (automatic),24.75,1859.1,No,71,,0,25.820833333333333,0,0,48.375,1782,0
5091-HFAZW,Santa Fe Springs,Female,No,No,No,2,Month-to-month,Electronic check,91.15,168.5,No,52,,0,84.25,2,1,46.575,182.3,0
2519-LBNQL,Artesia,Male,Yes,Yes,No,60,One year,Electronic check,104.35,6339.45,No,73,,0,105.6575,1,1,82.175,6261,1
8623-ULFNQ,Cerritos,Female,Yes,No,No,26,Month-to-month,Electronic check,66.05,1652.4,No,43,,0,63.55384615384616,2,1,46.025,1717.3,0
1568-LJSZU,Harbor City,Male,No,Yes,No,68,Two year,Credit card (automatic),92.2,6392.85,No,43,,0,94.0125,0,0,80.1,6269.6,1
7789-HKSBS,Lakewood,Female,Yes,Yes,No,42,One year,Bank transfer (automatic),105.2,4599.15,No,36,,0,109.50357142857142,1,0,73.6,4418.400000000001,1
7416-CKTEP,Lakewood,Female,No,Yes,No,57,Two year,Bank transfer (automatic),19.6,1134.25,No,77,,0,19.899122807017545,0,0,38.3,1117.2,0
2586-CWXVV,Hawaiian Gardens,Male,No,Yes,No,54,Month-to-month,Electronic check,30.4,1621.35,No,78,,0,30.025,2,1,42.2,1641.6,0
2348-KCJLT,Los Alamitos,Female,No,Yes,No,44,One year,Mailed check,61.5,2722.2,No,21,,0,61.86818181818182,1,0,52.75,2706,1
8401-EMUWF,Paramount,Male,No,Yes,Yes,42,Month-to-month,Bank transfer (automatic),69.4,3058.3,No,36,,0,72.81666666666668,2,0,55.7,2914.8,1
4193-IBKSW,San Pedro,Male,No,Yes,Yes,72,Two year,Bank transfer (automatic),24.75,1769.6,No,67,,0,24.577777777777776,0,0,48.375,1782,0
5377-NDTOU,San Pedro,Female,No,Yes,No,71,Two year,Mailed check,91.05,6293.75,No,39,,0,88.6443661971831,0,0,81.025,6464.55,1
2474-LCNUE,Sunset Beach,Female,No,Yes,No,23,Month-to-month,Credit card (automatic),73.65,1642.75,No,61,,0,71.42391304347827,2,0,48.325,1693.95,0
0839-QNXME,Surfside,Female,No,No,No,30,Two year,Credit card (automatic),19.4,578.5,No,78,,0,19.283333333333335,0,0,24.7,582,0
3506-OVLKD,Wilmington,Male,No,No,No,35,One year,Bank transfer (automatic),26.2,954.9,No,80,,0,27.282857142857143,1,0,30.6,917,0
6650-VJONK,Carson,Male,No,No,No,1,Month-to-month,Bank transfer (automatic),43.85,43.85,No,39,,0,43.85,2,0,22.425,43.85,0
2178-PMGCJ,Long Beach,Male,No,No,No,22,Month-to-month,Mailed check,69.7,1490.4,No,32,,0,67.74545454545455,2,0,45.85,1533.4,0
7492-TAFJD,Long Beach,Male,No,Yes,No,7,Two year,Mailed check,38.55,280,No,70,,0,40,0,0,22.775,269.84999999999997,0
2773-MADBQ,Long Beach,Female,No,No,No,36,Two year,Mailed check,53.1,1901.25,No,40,,0,52.8125,0,0,44.55,1911.6000000000001,0
6016-LVTJQ,Long Beach,Female,No,Yes,Yes,34,Month-to-month,Mailed check,20.65,716.4,No,74,,0,21.070588235294117,2,0,27.325,702.0999999999999,0
7860-KSUGX,Long Beach,Male,No,Yes,No,72,Two year,Credit card (automatic),64.45,4720,No,74,,0,65.55555555555556,0,0,68.225,4640.400000000001,1
8966-KZXXA,Long Beach,Male,No,Yes,Yes,36,Two year,Credit card (automatic),25.1,930.95,No,45,,0,25.859722222222224,0,0,30.55,903.6,0
5149-QYTTU,Long Beach,Female,No,Yes,Yes,71,One year,Credit card (automatic),95.15,6770.85,No,41,,0,95.36408450704226,1,0,83.075,6755.650000000001,1
2070-XYMFH,Long Beach,Female,Yes,No,No,23,Month-to-month,Mailed check,79.35,1835.3,No,50,,0,79.79565217391304,2,0,51.175,1825.05,0
2085-BOJKI,Long Beach,Male,No,Yes,No,17,One year,Bank transfer (automatic),96.65,1588.25,No,37,,0,93.42647058823529,1,0,56.825,1643.0500000000002,0
0817-HSUSE,Altadena,Male,No,No,No,1,Month-to-month,Electronic check,75.5,75.5,No,43,,0,75.5,2,1,38.25,75.5,0
5442-PPTJY,Arcadia,Male,No,Yes,Yes,12,Two year,Mailed check,19.7,258.35,No,24,,0,21.52916666666667,0,0,15.85,236.39999999999998,0
1927-QEWMY,Arcadia,Female,No,Yes,No,72,Two year,Credit card (automatic),20.5,1502.25,No,25,,0,20.864583333333332,0,0,46.25,1476,0
1663-MHLHE,Duarte,Male,No,No,No,1,Month-to-month,Mailed check,19.2,19.2,No,44,,0,19.2,2,0,10.1,19.2,0
5663-QBGIS,La Canada Flintridge,Male,Yes,Yes,No,72,Two year,Bank transfer (automatic),98.35,6929.4,No,73,,0,96.24166666666666,0,0,85.175,7081.2,1
4450-MDZFX,Monrovia,Male,No,Yes,Yes,60,Month-to-month,Bank transfer (automatic),74.35,4453.3,No,26,,0,74.22166666666666,2,0,67.175,4461,1
6701-DHKWQ,Montrose,Female,No,Yes,No,61,Two year,Credit card (automatic),51.35,3244.4,No,55,,0,53.18688524590164,0,0,56.175,3132.35,1
7554-AKDQF,Sierra Madre,Female,No,Yes,No,6,Month-to-month,Mailed check,45.65,323.45,No,40,,0,53.90833333333333,2,0,25.825,273.9,0
0794-YVSGE,Pasadena,Male,No,Yes,Yes,72,Two year,Bank transfer (automatic),20.3,1401.15,No,76,,0,19.460416666666667,0,0,46.15,1461.6000000000001,0
5423-BHIXO,Pasadena,Female,No,No,No,32,Month-to-month,Electronic check,54.2,1739.6,No,43,,0,54.3625,2,1,43.1,1734.4,0
6908-VVYHM,Pasadena,Male,No,Yes,No,65,Month-to-month,Electronic check,90.65,5931,No,70,,0,91.24615384615385,2,1,77.825,5892.25,1
2959-EEXWB,Pasadena,Female,No,Yes,Yes,45,Month-to-month,Bank transfer (automatic),50.9,2333.85,No,64,,0,51.86333333333333,2,0,47.95,2290.5,1
1839-UMACK,Pasadena,Male,No,No,No,42,One year,Electronic check,25.05,949.85,No,55,,0,22.61547619047619,1,1,33.525,1052.1000000000001,0
3030-YDNRM,Pasadena,Male,No,No,No,8,Month-to-month,Electronic check,74.85,572.45,No,40,,0,71.55625,2,1,41.425,598.8,0
7321-KKSDU,San Marino,Male,No,No,Yes,32,Two year,Mailed check,20.5,696.8,No,50,,0,21.775,0,0,26.25,656,0
3402-XRIUO,Glendale,Female,Yes,Yes,No,22,Month-to-month,Mailed check,63.55,1381.8,No,36,,0,62.809090909090905,2,0,42.775,1398.1,0
8286-AFUYI,Glendale,Male,No,No,No,1,Month-to-month,Electronic check,47.95,47.95,No,35,,0,47.95,2,1,24.475,47.95,0
8356-WUAOJ,Glendale,Female,No,Yes,No,1,Month-to-month,Electronic check,45,45,No,63,,0,45,2,1,23,45,0
8058-DMYRU,Glendale,Male,Yes,No,No,54,Month-to-month,Electronic check,90.05,4931.8,No,23,,0,91.32962962962964,2,1,72.025,4862.7,1
9350-ZXYJC,La Crescenta,Female,No,No,No,4,Two year,Credit card (automatic),25.3,116.95,No,63,,0,29.2375,0,0,14.65,101.2,0
8958-JPTRR,Calabasas,Female,No,Yes,No,56,One year,Electronic check,24.3,1261.7,No,33,,0,22.530357142857145,1,1,40.15,1360.8,0
6959-GQEGV,Canoga Park,Male,No,No,No,45,Month-to-month,Electronic check,75.95,3273.8,No,28,,0,72.75111111111111,2,1,60.475,3417.75,1
3173-WSSUE,Canoga Park,Female,No,Yes,Yes,71,Two year,Credit card (automatic),19.7,1415.85,No,52,,0,19.941549295774646,0,0,45.35,1398.7,0
1265-HVPZB,Winnetka,Male,No,Yes,No,59,One year,Credit card (automatic),66.4,3958.2,No,64,,0,67.08813559322033,1,0,62.7,3917.6000000000004,1
4115-UMJFQ,West Hills,Male,No,No,No,69,One year,Bank transfer (automatic),35.75,2492.25,No,32,,0,36.119565217391305,1,0,52.375,2466.75,1
7369-TRPFD,Chatsworth,Male,No,No,No,19,One year,Mailed check,18.8,279.2,No,43,,0,14.694736842105263,1,0,18.9,357.2,0
1098-KFQEC,Encino,Female,No,Yes,Yes,55,Two year,Credit card (automatic),19.4,1083,No,23,,0,19.69090909090909,0,0,37.2,1067,0
7190-XHTWJ,Newbury Park,Female,No,No,No,38,One year,Mailed check,19.3,755.5,No,32,,0,19.88157894736842,1,0,28.65,733.4,0
3537-RYBHH,Northridge,Female,Yes,Yes,No,47,Month-to-month,Credit card (automatic),67.45,3252,No,67,,0,69.19148936170212,2,0,57.225,3170.15,1
5296-BFCYD,San Fernando,Male,No,Yes,Yes,46,Two year,Mailed check,20.1,936.85,No,24,,0,20.366304347826087,0,0,33.05,924.6,0
9359-JANWS,North Hills,Female,No,Yes,No,65,Two year,Credit card (automatic),58.9,3857.1,No,50,,0,59.339999999999996,0,0,61.95,3828.5,1
3279-DYZQM,Santa Clarita,Male,No,Yes,Yes,71,Two year,Mailed check,19.45,1378.45,No,63,,0,19.414788732394367,0,0,45.225,1380.95,0
0523-VNGTF,Sun Valley,Female,Yes,No,No,52,Month-to-month,Electronic check,50.5,2566.3,No,70,,0,49.35192307692308,2,1,51.25,2626,1
9575-IWCAZ,Valencia,Male,No,Yes,No,6,One year,Mailed check,25.1,171,No,31,,0,28.5,1,0,15.55,150.60000000000002,0
7105-MXJLL,Valencia,Female,Yes,Yes,No,26,One year,Mailed check,60.7,1597.4,No,68,,0,61.43846153846154,1,0,43.35,1578.2,0
7064-FRRSW,Tarzana,Male,Yes,No,No,48,One year,Electronic check,99,4744.35,No,78,,0,98.840625,1,1,73.5,4752,1
7940-UQQUG,Thousand Oaks,Female,No,Yes,Yes,64,One year,Bank transfer (automatic),104.4,6721.6,No,33,,0,105.025,1,0,84.2,6681.6,1
3961-SXAXY,Thousand Oaks,Male,No,No,No,1,Month-to-month,Bank transfer (automatic),44.05,44.05,No,54,,0,44.05,2,0,22.525,44.05,0
7010-BRBUU,Woodland Hills,Male,No,Yes,Yes,72,Two year,Credit card (automatic),24.1,1734.65,No,23,,0,24.092361111111114,0,0,48.05,1735.2,0
3566-HJGPK,Woodland Hills,Male,No,No,No,1,Month-to-month,Mailed check,45.55,45.55,No,31,,0,45.55,2,0,23.275,45.55,0
3062-ICYZQ,Oak Park,Female,No,Yes,Yes,51,Month-to-month,Electronic check,93.8,4539.35,No,20,,0,89.00686274509805,2,1,72.4,4783.8,1
9938-PRCVK,Stevenson Ranch,Female,No,Yes,Yes,41,Two year,Bank transfer (automatic),19.7,804.25,No,52,,0,19.615853658536587,0,0,30.35,807.6999999999999,0
0973-KYVNF,Castaic,Female,No,Yes,No,72,Two year,Credit card (automatic),70.65,5011.15,No,75,,0,69.59930555555555,0,0,71.325,5086.8,1
5129-HHMZC,Van Nuys,Female,No,Yes,No,43,Two year,Credit card (automatic),86.45,3574.5,No,53,,0,83.12790697674419,0,0,64.725,3717.35,1
9637-CDTKZ,Panorama City,Male,No,Yes,No,72,Two year,Credit card (automatic),114.1,8086.4,No,61,,0,112.3111111111111,0,0,93.05,8215.199999999999,1
3946-JEWRQ,Sherman Oaks,Male,No,Yes,No,47,One year,Credit card (automatic),95.2,4563,No,72,,0,97.08510638297872,1,0,71.1,4474.400000000001,1
7873-CVMAW,Van Nuys,Male,No,No,No,72,Two year,Credit card (automatic),88.55,6362.35,No,32,,0,88.36597222222223,0,0,80.275,6375.599999999999,1
0463-WZZKO,Van Nuys,Male,No,No,No,3,Month-to-month,Credit card (automatic),20.75,67.1,No,30,,0,22.366666666666664,2,0,11.875,62.25,0
4524-QCSSM,Encino,Male,No,No,No,26,Month-to-month,Bank transfer (automatic),44.65,1156.55,No,33,,0,44.482692307692304,2,0,35.325,1160.8999999999999,0
5832-EXGTT,Burbank,Male,No,Yes,Yes,29,Month-to-month,Mailed check,60.2,1834.15,No,76,,0,63.24655172413794,2,0,44.6,1745.8000000000002,0
2039-JONDJ,Burbank,Male,No,No,No,27,One year,Bank transfer (automatic),55.45,1477.65,No,80,,0,54.72777777777778,1,0,41.225,1497.15,0
7217-JYHOQ,Burbank,Male,No,Yes,Yes,24,Month-to-month,Credit card (automatic),70.3,1706.45,No,56,,0,71.10208333333334,2,0,47.15,1687.1999999999998,0
6695-FRVEC,Burbank,Male,No,Yes,No,67,Two year,Bank transfer (automatic),60.4,3953.7,No,73,,0,59.01044776119403,0,0,63.7,4046.7999999999997,1
9894-QMIMJ,North Hollywood,Female,No,No,No,23,One year,Bank transfer (automatic),55.8,1327.85,No,20,,0,57.73260869565217,1,0,39.4,1283.3999999999999,0
8069-YQQAJ,Studio City,Male,No,No,No,14,Month-to-month,Mailed check,31.1,419.7,No,55,,0,29.978571428571428,2,0,22.55,435.40000000000003,0
1636-NTNCO,Valley Village,Male,Yes,No,No,4,Month-to-month,Credit card (automatic),50.95,207.35,No,33,,0,51.8375,2,0,27.475,203.8,0
3466-WAESX,Rancho Cucamonga,Male,No,No,Yes,16,Month-to-month,Electronic check,69.1,1083.7,No,71,,0,67.73125,2,1,42.55,1105.6,0
9281-PKKZE,Azusa,Female,No,Yes,No,46,Month-to-month,Electronic check,43.95,2007.85,No,47,,0,43.64891304347826,2,1,44.975,2021.7,1
3638-VBZTA,Baldwin Park,Male,No,No,No,68,Two year,Bank transfer (automatic),86.5,5882.75,No,45,,0,86.51102941176471,0,0,77.25,5882,1
7459-IMVYU,Chino Hills,Male,No,No,No,38,Month-to-month,Electronic check,69.95,2657.55,No,39,,0,69.93552631578947,2,1,53.975,2658.1,1
8563-OYMQY,Covina,Male,No,No,No,17,Month-to-month,Credit card (automatic),90.95,1612.2,No,23,,0,94.83529411764707,2,0,53.975,1546.15,0
0754-EEBDC,Covina,Male,No,Yes,Yes,4,Two year,Mailed check,19.9,76.65,No,74,,0,19.1625,0,0,11.95,79.6,0
5777-ZPQNC,Covina,Female,No,No,No,12,One year,Electronic check,20.15,260.7,No,38,,0,21.724999999999998,1,1,16.075,241.79999999999998,0
1951-IEYXM,Rancho Cucamonga,Male,No,Yes,No,72,Two year,Credit card (automatic),90.6,6441.85,No,73,,0,89.4701388888889,0,0,81.3,6523.2,1
3318-NMQXL,El Monte,Male,No,No,No,3,Month-to-month,Electronic check,92,266.8,No,42,,0,88.93333333333334,2,1,47.5,276,0
1022-RKXDR,South El Monte,Female,No,No,No,41,One year,Mailed check,24.85,962.25,No,42,,0,23.46951219512195,1,0,32.925,1018.85,0
2361-FJWNO,Rancho Cucamonga,Male,No,No,No,40,One year,Credit card (automatic),36,1382.9,No,38,,0,34.572500000000005,1,0,38,1440,0
2272-UOINI,Rancho Cucamonga,Female,No,No,No,7,Month-to-month,Electronic check,78.5,571.05,No,47,,0,81.57857142857142,2,1,42.75,549.5,0
8232-UTFOZ,Glendora,Male,No,No,No,69,Two year,Credit card (automatic),19.95,1399.35,No,59,,0,20.280434782608694,0,0,44.475,1376.55,0
3750-YHRYO,Glendora,Male,No,Yes,No,7,One year,Mailed check,20.65,150,No,27,,0,21.428571428571427,1,0,13.825,144.54999999999998,0
6637-KYRCV,La Puente,Female,No,Yes,Yes,5,Month-to-month,Electronic check,30.5,167.2,No,27,,0,33.44,2,1,17.75,152.5,0
5668-MEISB,Hacienda Heights,Female,No,Yes,Yes,72,Two year,Credit card (automatic),106.1,7657.4,No,34,,0,106.35277777777777,0,0,89.05,7639.2,1
0129-QMPDR,La Puente,Male,No,Yes,No,44,One year,Bank transfer (automatic),20.5,865.05,No,59,,0,19.660227272727273,1,0,32.25,902,0
7188-CBBBA,Rowland Heights,Female,No,No,No,65,One year,Electronic check,95.5,6153.85,No,35,,0,94.6746153846154,1,1,80.25,6207.5,1
9802-CAQUT,Coarsegold,Female,No,Yes,Yes,72,Two year,Credit card (automatic),109.55,7887.25,No,27,,0,109.54513888888889,0,0,90.775,7887.599999999999,1
5356-CSVSQ,La Verne,Female,No,No,No,3,Month-to-month,Electronic check,64.6,174.2,No,24,,0,58.06666666666666,2,1,33.8,193.79999999999998,0
3221-CJMSG,Mira Loma,Male,No,No,No,24,Month-to-month,Credit card (automatic),51.1,1269.6,No,23,,0,52.9,2,0,37.55,1226.4,0
3219-JQRSL,Monterey Park,Female,Yes,Yes,No,72,Two year,Credit card (automatic),89.1,6352.4,No,39,,0,88.22777777777777,0,0,80.55,6415.2,1
2801-NISEI,Mt Baldy,Male,No,No,No,24,Month-to-month,Electronic check,54.95,1348.5,No,55,,0,56.1875,2,1,39.475,1318.8000000000002,0
4623-ZKHLY,Ontario,Male,No,Yes,No,22,Month-to-month,Bank transfer (automatic),20.45,471.55,No,28,,0,21.43409090909091,2,0,21.225,449.9,0
6732-VAILE,Montclair,Male,No,Yes,No,70,Two year,Credit card (automatic),85.95,5931.75,No,60,,0,84.73928571428571,0,0,77.975,6016.5,1
8201-AAXCB,Ontario,Male,No,Yes,Yes,25,Month-to-month,Electronic check,60.35,1404.65,No,75,,0,56.18600000000001,2,1,42.675,1508.75,0
7696-CFTAT,Diamond Bar,Male,No,Yes,Yes,37,Two year,Bank transfer (automatic),19.8,726.1,No,28,,0,19.624324324324323,0,0,28.4,732.6,0
1845-CSBRZ,Pomona,Female,Yes,Yes,Yes,22,Month-to-month,Bank transfer (automatic),85.35,1961.6,No,49,,0,89.16363636363636,2,0,53.675,1877.6999999999998,0
2123-VSCOT,Pomona,Female,No,Yes,No,59,Two year,Bank transfer (automatic),72.1,4194.85,No,52,,0,71.09915254237289,0,0,65.55,4253.9,1
2018-QKYGT,San Gabriel,Male,No,Yes,Yes,1,Month-to-month,Electronic check,81.05,81.05,No,27,,0,81.05,2,1,41.025,81.05,0
2792-VPPET,San Gabriel,Male,No,No,No,3,Month-to-month,Electronic check,20.5,76.95,No,35,,0,25.650000000000002,2,1,11.75,61.5,0
7409-JURKQ,Temple City,Female,No,Yes,No,53,One year,Bank transfer (automatic),111.8,5809.75,No,28,,0,109.61792452830188,1,0,82.4,5925.4,1
3247-MHJKM,Upland,Male,No,No,No,1,Month-to-month,Mailed check,20.2,20.2,No,72,,0,20.2,2,0,10.6,20.2,0
1964-SVLEA,Upland,Male,No,No,No,20,One year,Mailed check,19.7,415.9,No,80,,0,20.794999999999998,1,0,19.85,394,0
7297-DVYGA,West Covina,Female,No,No,No,51,One year,Bank transfer (automatic),19.85,996.95,No,65,,0,19.548039215686277,1,0,35.425,1012.35,0
2239-CGBUZ,West Covina,Female,No,Yes,No,51,One year,Bank transfer (automatic),60.5,3145.15,No,63,,0,61.66960784313726,1,0,55.75,3085.5,1
0854-UYHZD,West Covina,Female,No,Yes,Yes,13,Two year,Mailed check,19.55,265.3,No,55,,0,20.407692307692308,0,0,16.275,254.15,0
7243-LCGGZ,Alhambra,Female,No,No,No,1,Month-to-month,Mailed check,20.9,20.9,No,72,,0,20.9,2,0,10.95,20.9,0
8267-KFGYD,Alhambra,Male,No,No,Yes,1,Month-to-month,Mailed check,21.05,21.05,No,32,,0,21.05,2,0,11.025,21.05,0
4890-VMUAV,Alpine,Male,No,No,No,63,One year,Electronic check,71.5,4576.3,No,36,,0,72.63968253968254,1,1,67.25,4504.5,1
9261-WDCAF,Bonita,Male,No,No,No,3,Month-to-month,Mailed check,54.65,189.1,No,34,,0,63.03333333333333,2,0,28.825,163.95,0
3764-MNMOI,Boulevard,Male,No,No,No,46,Two year,Credit card (automatic),19.2,908.15,No,54,,0,19.742391304347827,0,0,32.6,883.1999999999999,0
7442-YGZFK,Campo,Male,No,No,No,1,Month-to-month,Credit card (automatic),49.8,49.8,No,79,,0,49.8,2,0,25.4,49.8,0
8229-BUJHX,Chula Vista,Female,No,Yes,Yes,71,Two year,Bank transfer (automatic),20.5,1500.95,No,62,,0,21.140140845070423,0,0,45.75,1455.5,0
7449-HVPIV,Chula Vista,Male,No,Yes,Yes,55,Month-to-month,Credit card (automatic),90.4,5099.15,No,44,,0,92.71181818181817,2,0,72.7,4972,1
5504-WSIUR,Chula Vista,Female,No,No,No,70,One year,Bank transfer (automatic),90.25,6385.95,No,33,,0,91.22785714285715,1,0,80.125,6317.5,1
8466-PZBLH,Descanso,Male,No,Yes,Yes,67,Two year,Bank transfer (automatic),104.6,6885.75,No,56,,0,102.7723880597015,0,0,85.8,7008.2,1
8735-IJJEG,Guatay,Male,No,Yes,No,14,Month-to-month,Credit card (automatic),50.2,668.85,No,48,,0,47.775,2,0,32.1,702.8000000000001,0
0564-MUUQK,Imperial Beach,Female,No,Yes,Yes,20,Month-to-month,Bank transfer (automatic),95.5,1916.2,No,73,,0,95.81,2,0,57.75,1910,0
0701-RFGFI,La Mesa,Female,No,Yes,Yes,49,Month-to-month,Bank transfer (automatic),95.4,4613.95,No,41,,0,94.16224489795918,2,0,72.2,4674.6,1
0019-EFAEP,La Mesa,Female,No,No,No,72,Two year,Bank transfer (automatic),101.3,7261.25,No,53,,0,100.85069444444444,0,0,86.65,7293.599999999999,1
5619-PTMIK,Lemon Grove,Female,No,Yes,No,46,Month-to-month,Electronic check,53.1,2459.8,No,72,,0,53.47391304347826,2,1,49.55,2442.6,1
3737-XBQDD,Mount Laguna,Male,No,No,No,24,Month-to-month,Bank transfer (automatic),84.85,2048.8,No,23,,0,85.36666666666667,2,0,54.425,2036.3999999999999,1
5882-CMAZQ,National City,Female,No,Yes,Yes,5,Month-to-month,Electronic check,34.25,163.55,No,21,,0,32.71,2,1,19.625,171.25,0
5846-QFDFI,Pine Valley,Female,No,Yes,Yes,33,Month-to-month,Credit card (automatic),88.6,2888.7,No,78,,0,87.53636363636363,2,0,60.8,2923.7999999999997,1
4445-KWOKW,Potrero,Female,No,No,No,42,One year,Bank transfer (automatic),60.15,2421.6,No,55,,0,57.65714285714286,1,0,51.075,2526.2999999999997,1
3511-APPBJ,Spring Valley,Male,No,No,No,23,One year,Credit card (automatic),99.95,2292.75,No,62,,0,99.68478260869566,1,0,61.475,2298.85,1
7967-HYCDE,Spring Valley,Male,No,No,No,8,Month-to-month,Bank transfer (automatic),70.7,553.4,No,27,,0,69.175,2,0,39.35,565.6,0
2430-RRYUW,Tecate,Male,No,No,No,66,One year,Mailed check,54.8,3465.7,No,20,,0,52.51060606060606,1,0,60.4,3616.7999999999997,1
3723-BFBGR,Borrego Springs,Male,Yes,No,No,24,Month-to-month,Credit card (automatic),54.8,1291.3,No,25,,0,53.80416666666667,2,0,39.4,1315.1999999999998,0
5447-WZAFP,Carlsbad,Female,No,No,No,53,One year,Mailed check,100.3,5200.8,No,71,,0,98.12830188679246,1,0,76.65,5315.9,1
5110-CHOPY,Carlsbad,Female,No,No,No,60,Two year,Electronic check,53.6,3237.05,No,39,,0,53.950833333333335,0,1,56.8,3216,1
4425-OWHWB,El Cajon,Female,No,No,No,20,One year,Credit card (automatic),19.35,433.75,No,77,,0,21.6875,1,0,19.675,387,0
7892-QVYKW,El Cajon,Female,No,Yes,Yes,23,Month-to-month,Electronic check,85.6,1868.4,No,25,,0,81.23478260869565,2,1,54.3,1968.8,0
9675-ICXCT,El Cajon,Male,No,Yes,No,72,Two year,Electronic check,80.8,5728.55,No,75,,0,79.56319444444445,0,1,76.4,5817.599999999999,1
